ILSVRC2012_val_00000007.bin 0c0a08080505050404040404040303
ILSVRC2012_val_00024650.bin 030303030303020202020202020202
ILSVRC2012_val_00024656.bin 0d0c08070606060505050505050404
ILSVRC2012_val_00024661.bin 120d09080808080706060606060605
ILSVRC2012_val_00024678.bin 090806050504040404040404030303
ILSVRC2012_val_00024679.bin 0d0b07060605050504040303030303
ILSVRC2012_val_00024687.bin 080606060404040404040403030303
ILSVRC2012_val_00024692.bin 050404040404030303030303030303
ILSVRC2012_val_00024694.bin 060505040404040403030303030303
ILSVRC2012_val_00024700.bin 0a0807070706060606050504040404
ILSVRC2012_val_00024707.bin 090907060606050505040404040404
ILSVRC2012_val_00024708.bin 060505040404040403030303030303
ILSVRC2012_val_00024712.bin 070606060606060505050505040404
ILSVRC2012_val_00024716.bin 0b0606060505050505040403030303
ILSVRC2012_val_00024721.bin 040404040303030303030303030303
ILSVRC2012_val_00024735.bin 060605040404040404030303030303
ILSVRC2012_val_00024739.bin 060605040404040404030303030303
ILSVRC2012_val_00024741.bin 070606050504040404040303030303
ILSVRC2012_val_00024757.bin 070605040404040404040303030303
ILSVRC2012_val_00024763.bin 060505050504040404040303030303
ILSVRC2012_val_00024771.bin 090907070706060606050504040404
ILSVRC2012_val_00024778.bin 060605050504040404040404040303
ILSVRC2012_val_00024782.bin 080606050505040404040404040404
ILSVRC2012_val_00024793.bin 060605050404040404040303030303
ILSVRC2012_val_00024796.bin 080707060504040404040404040404
ILSVRC2012_val_00024810.bin 070605050504040404040403030303
ILSVRC2012_val_00024816.bin 0c0b0b090808070605050505050404
ILSVRC2012_val_00024817.bin 070606060505040404040404040404
ILSVRC2012_val_00024819.bin 070605050504040404040403030303
ILSVRC2012_val_00024823.bin 090806060505040404040403030303
ILSVRC2012_val_00024834.bin 0f0b09070605050505050505050404
ILSVRC2012_val_00024837.bin 090808080707070706060605050404
ILSVRC2012_val_00024865.bin 0a0808080707070606060606050505
ILSVRC2012_val_00024869.bin 0c0c09080808080707070706060606
ILSVRC2012_val_00024882.bin 0c0808070606060605050505040404
ILSVRC2012_val_00024901.bin 050504040404040404040303030303
ILSVRC2012_val_00024902.bin 050505050504040404040403030303
ILSVRC2012_val_00024905.bin 070706060505050505050404040303
ILSVRC2012_val_00024912.bin 0b0a08080707070707060606060605
ILSVRC2012_val_00024917.bin 0c0b09090606060606050505050404
ILSVRC2012_val_00024918.bin 050505040404040403030303030303
ILSVRC2012_val_00024922.bin 040403030303030303030303020202
ILSVRC2012_val_00024924.bin 0f0808070707060606060505050505
ILSVRC2012_val_00024933.bin 070606060505050504040404040403
ILSVRC2012_val_00024941.bin 070606050505050404040404040403
ILSVRC2012_val_00024947.bin 0a0807060606060505040404040404
ILSVRC2012_val_00024949.bin 0b0a07070606060605050404040404
ILSVRC2012_val_00024952.bin 060404040404040404030303030303
ILSVRC2012_val_00024953.bin 0a0806060606060605050504040404
ILSVRC2012_val_00024972.bin 060505050504040404040303030303
ILSVRC2012_val_00024991.bin 080808070706060606050505040404
ILSVRC2012_val_00025019.bin 080504040403030303030303030303
ILSVRC2012_val_00025020.bin 080604040403030303030303030302
ILSVRC2012_val_00025022.bin 040404040303030303030303030303
ILSVRC2012_val_00025034.bin 060505040404040403030303030303
ILSVRC2012_val_00025042.bin 060505050504040404040403030303
ILSVRC2012_val_00025049.bin 100c0a0a0908080807070606060605
ILSVRC2012_val_00025057.bin 060504040404040403030303030303
ILSVRC2012_val_00025063.bin 070605040404040404030303030303
ILSVRC2012_val_00025076.bin 070606060505050504040404030303
ILSVRC2012_val_00025081.bin 080605040404040404040303030303
ILSVRC2012_val_00025093.bin 060605050404040404040404040404
ILSVRC2012_val_00025102.bin 0b0907070706060606050505050505
ILSVRC2012_val_00025110.bin 090908080807070707070707060606
ILSVRC2012_val_00025113.bin 100d08080808080707070707070707
ILSVRC2012_val_00025115.bin 0a0706060505050505050505050404
ILSVRC2012_val_00025119.bin 050404040404030303030202020202
ILSVRC2012_val_00025124.bin 0c0807070707060505050504040404
ILSVRC2012_val_00025139.bin 070705040404040303030303030302
ILSVRC2012_val_00025143.bin 050505040403030303030303030303
ILSVRC2012_val_00025145.bin 0b0808060606060505040404040404
ILSVRC2012_val_00025148.bin 040404040404030303030303030302
ILSVRC2012_val_00025150.bin 070606060505050505040404040404
ILSVRC2012_val_00025158.bin 080807070706050504040404040403
ILSVRC2012_val_00025161.bin 080808080707060606060605050505
ILSVRC2012_val_00025164.bin 070707070606050505050505050504
ILSVRC2012_val_00025171.bin 050403030303030303030303020202
ILSVRC2012_val_00025173.bin 080807060505050505040404040404
ILSVRC2012_val_00025175.bin 090807070606060505050505040404
ILSVRC2012_val_00025189.bin 060606060605050505050504040404
ILSVRC2012_val_00025193.bin 080706050505050505040404040404
ILSVRC2012_val_00025194.bin 060605050404040404040404040404
ILSVRC2012_val_00025197.bin 080504040403030303030303030303
ILSVRC2012_val_00025208.bin 090605040404030303030303030303
ILSVRC2012_val_00025211.bin 080606050404040404040404040303
ILSVRC2012_val_00025213.bin 060505050404040403030303020202
ILSVRC2012_val_00025218.bin 0e0a0a0a0807070606060505050404
ILSVRC2012_val_00025227.bin 0b0b08070707070707070606050505
ILSVRC2012_val_00025233.bin 060505050504040404040404040303
ILSVRC2012_val_00025235.bin 0a0606060504040403030303030303
ILSVRC2012_val_00025243.bin 080707070606050505050505040404
ILSVRC2012_val_00025247.bin 0c0807060606050505040404040404
ILSVRC2012_val_00025252.bin 110f0c0a0a09080807060606060505
ILSVRC2012_val_00025254.bin 070706060605050504040404040403
ILSVRC2012_val_00025281.bin 040404040303030303030303020202
ILSVRC2012_val_00025282.bin 100d09080808080706050505050404
ILSVRC2012_val_00025286.bin 070606060606050505050505050404
ILSVRC2012_val_00025287.bin 0c0a09090908060606060505050505
ILSVRC2012_val_00025304.bin 080807060606060505040404040404
ILSVRC2012_val_00025306.bin 060606060505050505040404040404
ILSVRC2012_val_00025315.bin 0d0807060606060505050404040404
ILSVRC2012_val_00025329.bin 080706060605050505050504040404
ILSVRC2012_val_00025333.bin 090807060505050504040403030303
ILSVRC2012_val_00025340.bin 0e0d0a0a0a09080707070606060606
ILSVRC2012_val_00025344.bin 060604040404040303030303030303
ILSVRC2012_val_00025350.bin 0a0806060606050505040404040404
ILSVRC2012_val_00025351.bin 0c0908080807060606060605050505
ILSVRC2012_val_00025357.bin 050505050404040404040403030303
ILSVRC2012_val_00025365.bin 040404040303030303030302020202
ILSVRC2012_val_00025368.bin 060504040404030303030303030303
ILSVRC2012_val_00025372.bin 050504030303030303030303030303
ILSVRC2012_val_00025386.bin 060505050404040404040404030303
ILSVRC2012_val_00025390.bin 080505050505050404040404040403
ILSVRC2012_val_00025403.bin 080706060505050404040404030303
ILSVRC2012_val_00025404.bin 060606050505050504040404040404
ILSVRC2012_val_00025409.bin 060504040404040303030303020202
ILSVRC2012_val_00025411.bin 0a0706050505050505040404030303
ILSVRC2012_val_00025413.bin 060505050504040404030303030303
ILSVRC2012_val_00025414.bin 070707070606060505050505040403
ILSVRC2012_val_00025430.bin 090808080707060606060606050505
ILSVRC2012_val_00025433.bin 0c0808060606060606050505050504
ILSVRC2012_val_00025439.bin 090807070605050505050404040303
ILSVRC2012_val_00025444.bin 0c0c0c0b0a08080807070707070606
ILSVRC2012_val_00025450.bin 070606060505040404040404040404
ILSVRC2012_val_00025452.bin 080808070707060606050505050505
ILSVRC2012_val_00025458.bin 040404040403030303030303020202
ILSVRC2012_val_00025477.bin 050404040404040404030303030303
ILSVRC2012_val_00025486.bin 060505050505040404040404030303
ILSVRC2012_val_00025490.bin 110c0c0a0a0a0a0908080807070706
ILSVRC2012_val_00025505.bin 0e0c0a0a0a09090808080706050505
ILSVRC2012_val_00025516.bin 0a0805050505040404040403030303
ILSVRC2012_val_00025538.bin 090807070707060605050505050505
ILSVRC2012_val_00025541.bin 090808070706060505050504040404
ILSVRC2012_val_00025542.bin 140a0a0a0909090707070605040404
ILSVRC2012_val_00025566.bin 090707060606060606050505050404
ILSVRC2012_val_00025568.bin 050504040404040404030303030303
ILSVRC2012_val_00025574.bin 050404040403030303030303030302
ILSVRC2012_val_00025582.bin 0b0706050505050504040404040404
ILSVRC2012_val_00025583.bin 090706060606050504040404040404
ILSVRC2012_val_00025586.bin 070606060605050404040404030303
ILSVRC2012_val_00025591.bin 060605050505050505050404040404
ILSVRC2012_val_00025595.bin 080707060605050505040404040404
ILSVRC2012_val_00025607.bin 060606060605050505040404040404
ILSVRC2012_val_00025609.bin 080707050505050404040404040404
ILSVRC2012_val_00025612.bin 060404040303030303030303030303
ILSVRC2012_val_00025623.bin 080707070605050404040404040403
ILSVRC2012_val_00025626.bin 080605030303030303030303030303
ILSVRC2012_val_00025637.bin 0c0a08070707060606040404040404
ILSVRC2012_val_00025642.bin 0c0606060505050505050404040404
ILSVRC2012_val_00025664.bin 0a0706050505050505050504040404
ILSVRC2012_val_00025675.bin 0a0a08080707060605050505050505
ILSVRC2012_val_00025687.bin 070505050404040404030303030303
ILSVRC2012_val_00025695.bin 070706050505050404040404040404
ILSVRC2012_val_00025697.bin 080606050505040404040404040404
ILSVRC2012_val_00025715.bin 040404040404040303030303030303
ILSVRC2012_val_00025722.bin 0e0a0a0a0a09090908080606050505
ILSVRC2012_val_00025725.bin 090706060606050505050505040404
ILSVRC2012_val_00025733.bin 050505040404040403030303030303
ILSVRC2012_val_00025743.bin 090605040404040403030303030303
ILSVRC2012_val_00025745.bin 0c0a06050504040404030303030302
ILSVRC2012_val_00025753.bin 0c0b09090908070707070606060606
ILSVRC2012_val_00025760.bin 070606060605050505040404040404
ILSVRC2012_val_00025761.bin 070707060606060605050504040303
ILSVRC2012_val_00025768.bin 060504040404030303030303030303
ILSVRC2012_val_00025772.bin 050505040403030303030303030202
ILSVRC2012_val_00025781.bin 060404040404040404040303030303
ILSVRC2012_val_00025789.bin 050505050404040404040404040403
ILSVRC2012_val_00025797.bin 060605040404040303030303030303
ILSVRC2012_val_00025802.bin 060505040404030303030303030303
ILSVRC2012_val_00025804.bin 080707070707060606060605050505
ILSVRC2012_val_00025807.bin 090808070605050504040404040303
ILSVRC2012_val_00025813.bin 080808060505050505050505050404
ILSVRC2012_val_00025814.bin 060505050504040404040404030303
ILSVRC2012_val_00025816.bin 0d0908080707060606060505050505
ILSVRC2012_val_00025828.bin 0a0807060505050505040404040403
ILSVRC2012_val_00025839.bin 0c0c0a090908080807070606050505
ILSVRC2012_val_00025840.bin 070606050404040404040303030303
ILSVRC2012_val_00025849.bin 0a0707070606060505050505040404
ILSVRC2012_val_00025860.bin 0b0706060606060606060605050505
ILSVRC2012_val_00025862.bin 0a0706060606060606060605050505
ILSVRC2012_val_00025865.bin 0d0b0a090908080606060505050504
ILSVRC2012_val_00025877.bin 0a0a07070606050505050504040404
ILSVRC2012_val_00025878.bin 090707070605050504040404040404
ILSVRC2012_val_00025890.bin 050505040303030303030303020202
ILSVRC2012_val_00025894.bin 080808070706060606060605050505
ILSVRC2012_val_00025907.bin 050504040404040404030303030303
ILSVRC2012_val_00025920.bin 040404040403030303030302020202
ILSVRC2012_val_00025921.bin 110c0a0a0808070707060606060505
ILSVRC2012_val_00025922.bin 050404040404040303030303030303
ILSVRC2012_val_00025931.bin 0e0606060505050404040404040404
ILSVRC2012_val_00025932.bin 0c0c0c0b0b0a0a0908080808070707
ILSVRC2012_val_00025944.bin 080807060605050505050505040404
ILSVRC2012_val_00025958.bin 090704040403030303030303030303
ILSVRC2012_val_00025962.bin 0c0a0a090907070707060606060606
ILSVRC2012_val_00025966.bin 0c0807060504040404030303030303
ILSVRC2012_val_00025968.bin 0d0909080807060606060606050505
ILSVRC2012_val_00025976.bin 060606050505040404040403030303
ILSVRC2012_val_00025981.bin 080807060606050404040404040403
ILSVRC2012_val_00025984.bin 060504040404030303030303030303
ILSVRC2012_val_00025993.bin 050504040404040403030303030303
ILSVRC2012_val_00025995.bin 0c0908070707070707060605050505
ILSVRC2012_val_00025996.bin 120e0c080707050505050505040404
ILSVRC2012_val_00026003.bin 040404030303030303030202020202
ILSVRC2012_val_00026033.bin 080505040404040403030303030303
ILSVRC2012_val_00026035.bin 060606050504040303030303030202
ILSVRC2012_val_00026036.bin 0b0808070606050505050404040303
ILSVRC2012_val_00026046.bin 050403030303020202020202020202
ILSVRC2012_val_00026048.bin 050403030303020202020202020202
ILSVRC2012_val_00026061.bin 060505040404040303030303030303
ILSVRC2012_val_00026063.bin 090806050504040404040404040303
ILSVRC2012_val_00026069.bin 090706050505050504040404040404
ILSVRC2012_val_00026071.bin 060605050404040303030303030303
ILSVRC2012_val_00026077.bin 090808080808080606060606060505
ILSVRC2012_val_00026080.bin 050504040404030303030303030202
ILSVRC2012_val_00026095.bin 070707070707060605050505050505
ILSVRC2012_val_00026100.bin 070604040404030303030302020202
ILSVRC2012_val_00026101.bin 0a0a09090908080808070707060606
ILSVRC2012_val_00026102.bin 0c0a08080707070606050505050505
ILSVRC2012_val_00026103.bin 0b0707060606050505040404040403
ILSVRC2012_val_00026129.bin 080707070707060505040404040303
ILSVRC2012_val_00026148.bin 050505050404040404040303030303
ILSVRC2012_val_00026160.bin 070707060606060606060606050505
ILSVRC2012_val_00026163.bin 0a0907060606060605050505050505
ILSVRC2012_val_00026166.bin 050505050404040403030303030303
ILSVRC2012_val_00026171.bin 0a0808070706060605050505050404
ILSVRC2012_val_00026175.bin 0a0606050504040404040403030303
ILSVRC2012_val_00026182.bin 120a08080807070706060505040404
ILSVRC2012_val_00026183.bin 090606050505050404040404030303
ILSVRC2012_val_00026185.bin 060606060606060505050505050504
ILSVRC2012_val_00026194.bin 060605050504040303030302020202
ILSVRC2012_val_00026196.bin 0a0707070606060606060606050505
ILSVRC2012_val_00026198.bin 070606060505050505050505040404
ILSVRC2012_val_00026210.bin 060505050404040404040404040403
ILSVRC2012_val_00026211.bin 0e0806060605050504040404040404
ILSVRC2012_val_00026215.bin 050403030303020202020202020202
ILSVRC2012_val_00026218.bin 0e0908070706060504040404040303
ILSVRC2012_val_00026237.bin 090807070706050505050505040404
ILSVRC2012_val_00026240.bin 070505050404040404040303030303
ILSVRC2012_val_00026251.bin 070605050404040404040404040303
ILSVRC2012_val_00026260.bin 0b0706060505050504040404040404
ILSVRC2012_val_00026262.bin 070504040404040403030303030303
ILSVRC2012_val_00026281.bin 090909090808080706060605050504
ILSVRC2012_val_00026289.bin 050404030303030303030303030303
ILSVRC2012_val_00026291.bin 090807070706060606060605050505
ILSVRC2012_val_00026293.bin 070606060505040404040303030303
ILSVRC2012_val_00026297.bin 110909080606060505040404030303
ILSVRC2012_val_00026298.bin 080705050404040404040404040404
ILSVRC2012_val_00026305.bin 060605040404040404030303030302
ILSVRC2012_val_00026306.bin 070707070606050505040404040404
ILSVRC2012_val_00026307.bin 0c0707070606060605040404040303
ILSVRC2012_val_00026312.bin 070706060606050505050504040404
ILSVRC2012_val_00026315.bin 090505050504040404040403030303
ILSVRC2012_val_00026321.bin 100e0d0c0b08080706060606060505
ILSVRC2012_val_00026330.bin 0e0c0b0a0909090908080808080707
ILSVRC2012_val_00026332.bin 090707060606060606060505050404
ILSVRC2012_val_00026333.bin 0c0a09080807070707060605050505
ILSVRC2012_val_00026345.bin 070605050404040404040404030303
ILSVRC2012_val_00026347.bin 070605050504040404040303030303
ILSVRC2012_val_00026348.bin 080606050404040404040404040404
ILSVRC2012_val_00026350.bin 070606060606050505050404040303
ILSVRC2012_val_00026358.bin 080707070707060606060505050505
ILSVRC2012_val_00026366.bin 040404040403030303030303030202
ILSVRC2012_val_00026376.bin 060504040303030303030303030303
ILSVRC2012_val_00026382.bin 080606050504040404040303030303
ILSVRC2012_val_00026400.bin 0c0b0b0a0a0a080807070706060505
ILSVRC2012_val_00026405.bin 090605050505050404040404030303
ILSVRC2012_val_00026413.bin 070606060505050505040404040404
ILSVRC2012_val_00026428.bin 0b0706050505040404040404040403
ILSVRC2012_val_00026432.bin 0a0908080807060505050505050505
ILSVRC2012_val_00026458.bin 100a07060605040404040404040404
ILSVRC2012_val_00026459.bin 070605050505050505050404040403
ILSVRC2012_val_00026463.bin 0b0909090707060505050505050404
ILSVRC2012_val_00026483.bin 060504040404030303030303030303
ILSVRC2012_val_00026485.bin 0a0807070505050505040404040403
ILSVRC2012_val_00026486.bin 0c0b09080807070605040404040303
ILSVRC2012_val_00026501.bin 050404040303030303030302020202
ILSVRC2012_val_00026506.bin 060404040404030303030303030303
ILSVRC2012_val_00026514.bin 060505030303030303030302020202
ILSVRC2012_val_00026527.bin 060505050505040404040404030303
ILSVRC2012_val_00026530.bin 040404040404040404030303030303
ILSVRC2012_val_00026535.bin 050404040403030303030303030303
ILSVRC2012_val_00026545.bin 0b0807070706050505040404040403
ILSVRC2012_val_00026557.bin 0e0c0a080808070707060605050505
ILSVRC2012_val_00026559.bin 080808080707070707060605050505
ILSVRC2012_val_00026563.bin 050505050404040403030303030303
ILSVRC2012_val_00026564.bin 0b0b0b0a0a0a0a0908070606060505
ILSVRC2012_val_00026566.bin 090808060505050504040404030303
ILSVRC2012_val_00026570.bin 060505040404040404040403030303
ILSVRC2012_val_00026572.bin 0b0707070606050505050505050505
ILSVRC2012_val_00026573.bin 070504040404040403030303030303
ILSVRC2012_val_00026574.bin 060605050505050504040404040303
ILSVRC2012_val_00026592.bin 060605050504040404040404030303
ILSVRC2012_val_00026596.bin 060605050505050404040404030303
ILSVRC2012_val_00026608.bin 080705050505040404040404040403
ILSVRC2012_val_00026610.bin 070606060505050404040403030303
ILSVRC2012_val_00026615.bin 080707050505050505050504040404
ILSVRC2012_val_00026627.bin 070606050505050404040303030303
ILSVRC2012_val_00026630.bin 080807060606060505050404040404
ILSVRC2012_val_00026636.bin 040404040403030303030303030303
ILSVRC2012_val_00026637.bin 050404040404030303030303030202
ILSVRC2012_val_00026638.bin 0a0605050505050504040404040404
ILSVRC2012_val_00026639.bin 050505050404030303030303020202
ILSVRC2012_val_00026649.bin 060605050504040404040404040303
ILSVRC2012_val_00026653.bin 090707060606060605050505050505
ILSVRC2012_val_00026682.bin 0a0605050505050404040403030303
ILSVRC2012_val_00026709.bin 060605040404040404030303030303
ILSVRC2012_val_00026720.bin 080504040404030303030303030303
ILSVRC2012_val_00026723.bin 0a0707060505040404040404030303
ILSVRC2012_val_00026724.bin 060605050404030303030302020202
ILSVRC2012_val_00026735.bin 060606060505050504040404030303
ILSVRC2012_val_00026742.bin 050404040404040404030303030303
ILSVRC2012_val_00026752.bin 060505040404040403030303030303
ILSVRC2012_val_00026754.bin 090706060605050505040404040404
ILSVRC2012_val_00026759.bin 080605040404040403030303030303
ILSVRC2012_val_00026768.bin 070605050505050504040404040404
ILSVRC2012_val_00026777.bin 090908080807070707060605050505
ILSVRC2012_val_00026782.bin 060606060504040404040404030303
ILSVRC2012_val_00026789.bin 060504040404040404040404030303
ILSVRC2012_val_00026801.bin 080707060606050505050404040404
ILSVRC2012_val_00026806.bin 060605050504040404040404040404
ILSVRC2012_val_00026817.bin 050404040404040404040403030303
ILSVRC2012_val_00026818.bin 090908070606060505050404040404
ILSVRC2012_val_00026819.bin 080807060605050505040404040303
ILSVRC2012_val_00026829.bin 0b0b07060606060404040404040303
ILSVRC2012_val_00026831.bin 040404040404040303030303030303
ILSVRC2012_val_00026835.bin 080807070706060606060505050505
ILSVRC2012_val_00026836.bin 050403030303030202020202020202
ILSVRC2012_val_00026841.bin 060505040403030303030303030303
ILSVRC2012_val_00026846.bin 080706060606060606050505050504
ILSVRC2012_val_00026864.bin 0a0907070606060505040404040404
ILSVRC2012_val_00026870.bin 100b0b0a0a09090707070706060605
ILSVRC2012_val_00026871.bin 0b0a08080707070707060606060505
ILSVRC2012_val_00026875.bin 0a0808080808070606060505050505
ILSVRC2012_val_00026879.bin 050403030303030303030302020202
ILSVRC2012_val_00026880.bin 0c0504040404040404040403030303
ILSVRC2012_val_00026881.bin 040404040404030303030303030303
ILSVRC2012_val_00026886.bin 090808070707060605050505050505
ILSVRC2012_val_00026916.bin 090807070706060605040404040404
ILSVRC2012_val_00026921.bin 080707060605040404040404040404
ILSVRC2012_val_00026923.bin 090808070707070706060606060505
ILSVRC2012_val_00026939.bin 040404040404030303030303030303
ILSVRC2012_val_00026941.bin 0a0807070606060606050504040404
ILSVRC2012_val_00026946.bin 070705050505050404040404040404
ILSVRC2012_val_00026951.bin 050404040404040403030303030303
ILSVRC2012_val_00026952.bin 080807070606050505050505050505
ILSVRC2012_val_00026957.bin 050403030303030303030303020202
ILSVRC2012_val_00026960.bin 050504040404030303030303030303
ILSVRC2012_val_00026993.bin 090907070707070706060505050505
ILSVRC2012_val_00027014.bin 060404040403030303030303030303
ILSVRC2012_val_00027015.bin 050505040404040404030303030303
ILSVRC2012_val_00027019.bin 090908070707070606060505050505
ILSVRC2012_val_00027026.bin 0e0c0a0a0908070706060605050504
ILSVRC2012_val_00027027.bin 070606050505050505050404040404
ILSVRC2012_val_00027029.bin 060605050505040404040404040403
ILSVRC2012_val_00027032.bin 040404040403030303030303030303
ILSVRC2012_val_00027034.bin 060505050505040404040404040404
ILSVRC2012_val_00027055.bin 050504040404040303030303030303
ILSVRC2012_val_00027059.bin 060606060505050504040404040404
ILSVRC2012_val_00027060.bin 0c0c08080807070706060505040404
ILSVRC2012_val_00027061.bin 090806060605050505050505050404
ILSVRC2012_val_00027076.bin 050505050504040404040404030303
ILSVRC2012_val_00027078.bin 090505050505040404040303030303
ILSVRC2012_val_00027083.bin 100c08080606060505050505050505
ILSVRC2012_val_00027087.bin 090808070707060505050505050505
ILSVRC2012_val_00027090.bin 0f0c09090808070707060606060605
ILSVRC2012_val_00027112.bin 060605050404040404040404040404
ILSVRC2012_val_00027116.bin 0c0909090808080808070707070606
ILSVRC2012_val_00027123.bin 050505040403030303030303030302
ILSVRC2012_val_00027131.bin 090807060606060605050505050504
ILSVRC2012_val_00027139.bin 050504040404040303030303030303
ILSVRC2012_val_00027147.bin 090807070707060606060505050505
ILSVRC2012_val_00027149.bin 070706060505050505050504040404
ILSVRC2012_val_00027154.bin 0a0707070706060605050505050505
ILSVRC2012_val_00027155.bin 110c09090807070706060505050505
ILSVRC2012_val_00027181.bin 110909080808070606050505050505
ILSVRC2012_val_00027190.bin 110807060505050504040404040403
ILSVRC2012_val_00027203.bin 090908080807070606060606050505
ILSVRC2012_val_00027204.bin 0d0707050505050404040404040404
ILSVRC2012_val_00027205.bin 070505040404040404040303030303
ILSVRC2012_val_00027208.bin 060606060505050404040404040404
ILSVRC2012_val_00027210.bin 090606050505040404040404030303
ILSVRC2012_val_00027212.bin 080505050505050404040404040404
ILSVRC2012_val_00027222.bin 070606050404040404040404030303
ILSVRC2012_val_00027224.bin 070706060605050505040404040303
ILSVRC2012_val_00027225.bin 080707060606050504040404040403
ILSVRC2012_val_00027232.bin 060505040404040404030303030303
ILSVRC2012_val_00027234.bin 090908080808070707070706060606
ILSVRC2012_val_00027235.bin 0a0707070707070606060606060605
ILSVRC2012_val_00027237.bin 060605050505050504040404040403
ILSVRC2012_val_00027239.bin 070606050505050505040404040404
ILSVRC2012_val_00027242.bin 0f0b09080808070706060504040404
ILSVRC2012_val_00027243.bin 050505050404040404040404040404
ILSVRC2012_val_00027252.bin 0d0a0a0a0909090808070706060606
ILSVRC2012_val_00027253.bin 050404040403030303030303030303
ILSVRC2012_val_00027261.bin 090807070606050505040404040404
ILSVRC2012_val_00027266.bin 0a0908080706060606050505050505
ILSVRC2012_val_00027271.bin 0d0807070606060505050505050404
ILSVRC2012_val_00027272.bin 0b0a09080707070707060606060505
ILSVRC2012_val_00027276.bin 0b0a09090908080807070606060606
ILSVRC2012_val_00027279.bin 060606060605050505050505050505
ILSVRC2012_val_00027282.bin 070606050505040404040404030303
ILSVRC2012_val_00027289.bin 0a0606050505050505050504040404
ILSVRC2012_val_00027295.bin 0a0707070706050505050504040404
ILSVRC2012_val_00027296.bin 070606060505050404040403030303
ILSVRC2012_val_00027297.bin 070605050505040404040404040404
ILSVRC2012_val_00027306.bin 070706060605050404040404040303
ILSVRC2012_val_00027307.bin 060606050504040403030303030303
ILSVRC2012_val_00027308.bin 080806050505050505050404040404
ILSVRC2012_val_00027316.bin 060504040404040303030303030303
ILSVRC2012_val_00027319.bin 070505040404040403030303030303
ILSVRC2012_val_00027327.bin 070404040404040404030303030303
ILSVRC2012_val_00027328.bin 050505050404040404040403030303
ILSVRC2012_val_00027335.bin 0a0a09080808070707070606050505
ILSVRC2012_val_00027345.bin 080707060606050505050404040404
ILSVRC2012_val_00027349.bin 060605050504040404040403030303
ILSVRC2012_val_00027354.bin 0b0908080707060605050505050404
ILSVRC2012_val_00027361.bin 080706040404040403030303030303
ILSVRC2012_val_00027364.bin 0e0807060404040404030303030303
ILSVRC2012_val_00027379.bin 080706060606060606050505050504
ILSVRC2012_val_00027382.bin 030303030303030302020202020202
ILSVRC2012_val_00027388.bin 080706060505050504040404030303
ILSVRC2012_val_00027391.bin 0a0706050505050504040404040404
ILSVRC2012_val_00027407.bin 060505050504040404040403030303
ILSVRC2012_val_00027409.bin 070606050505050505050505040404
ILSVRC2012_val_00027413.bin 100a0a080807060605050505040404
ILSVRC2012_val_00027424.bin 050504040403030303030302020202
ILSVRC2012_val_00027426.bin 0b0807070606060606050504040404
ILSVRC2012_val_00027429.bin 0b0504040303030303030303030303
ILSVRC2012_val_00027431.bin 080808070605050404040303030303
ILSVRC2012_val_00027436.bin 090605050404040404040403030303
ILSVRC2012_val_00027437.bin 050504040404030303030303030202
ILSVRC2012_val_00027439.bin 0e0a0a090808070606050504040404
ILSVRC2012_val_00027442.bin 090908070706060605050505050505
ILSVRC2012_val_00027453.bin 080606050505050404040404040404
ILSVRC2012_val_00027454.bin 050404040303030303030303030303
ILSVRC2012_val_00027458.bin 0b0a09080807070707070605050505
ILSVRC2012_val_00027472.bin 050404040403030303030202020202
ILSVRC2012_val_00027473.bin 0a0706060605050505040404040404
ILSVRC2012_val_00027475.bin 060605050404040404030303030303
ILSVRC2012_val_00027476.bin 070606060605050504040404040404
ILSVRC2012_val_00027481.bin 070707070606050505050505040404
ILSVRC2012_val_00027510.bin 080605050505050404040303030303
ILSVRC2012_val_00027513.bin 080605050505050504040303030303
ILSVRC2012_val_00027516.bin 0a0909080707070606060505050505
ILSVRC2012_val_00027520.bin 0f0e0c0b0909070707060606050505
ILSVRC2012_val_00027521.bin 120c0a080707060606050404040404
ILSVRC2012_val_00027528.bin 060606060504040404040404040303
ILSVRC2012_val_00027537.bin 080808070706050505050505040404
ILSVRC2012_val_00027540.bin 080706060605050504040404040404
ILSVRC2012_val_00027547.bin 080706060505050504040404040403
ILSVRC2012_val_00027549.bin 070706050504040403030303030303
ILSVRC2012_val_00027552.bin 0d0b08080707050505050504040404
ILSVRC2012_val_00027557.bin 0a0908070707070707060606060605
ILSVRC2012_val_00027560.bin 0a0808070706060606060505050504
ILSVRC2012_val_00027569.bin 070605050505040404040404040404
ILSVRC2012_val_00027571.bin 080706060606050505050504040404
ILSVRC2012_val_00027572.bin 050505040404040404040404040404
ILSVRC2012_val_00027576.bin 0e0e07070707060505050504040404
ILSVRC2012_val_00027582.bin 0b0706060605050505050505040404
ILSVRC2012_val_00027586.bin 0e0909080807060605050505040404
ILSVRC2012_val_00027587.bin 070707070606060606050505050404
ILSVRC2012_val_00027589.bin 050505040404040404030303030303
ILSVRC2012_val_00027594.bin 070706060606060505050505050404
ILSVRC2012_val_00027599.bin 130909070707070606060605050404
ILSVRC2012_val_00027603.bin 080606060606060605050404040404
ILSVRC2012_val_00027604.bin 080706060605050505050504040404
ILSVRC2012_val_00027605.bin 0a0606050504040404040404040404
ILSVRC2012_val_00027607.bin 060606050505040404040404040404
ILSVRC2012_val_00027613.bin 050404040404030303030303030303
